seed,severity,condition,mode,missing_count,missing_accuracy,macro_object_accuracy,worst_object_accuracy,missing_brier,missing_ece,cross_object_leakage_rate,outside_hallucination_rate
1,hard,corrupt,shuffled_object_memory_control,249,0,0,0,0.27522560237400373,0.7345617522359176,0.9858648880655211,0
1,hard,corrupt,oracle,249,1,1,1,0,0,0,0
1,extreme,clean,present_only,335,0.5462686567164179,0.5465787181489131,0.5254237288135594,0.08284147528605587,0.0010913860622090432,0,0
1,extreme,clean,global_scene_memory,335,0.41492537313432837,0.4120750107318703,0.35135135135135137,0.12023849786073569,0.26558075095889283,0.10003841926604738,0
1,extreme,clean,object_separated_memory,335,0.7402985074626866,0.7408980774826633,0.7288135593220338,0.05897690378960079,0.12818976159181228,0.0300383398640471,0
1,extreme,clean,object_contour_memory,335,0.7492537313432835,0.7500487375767196,0.7288135593220338,0.05555576355545745,0.050904993471093916,0.02572476094361421,0
1,extreme,clean,shuffled_object_memory_control,335,0,0,0,0.29791744191901204,0.8521595451119355,0.9864567072604491,0
1,extreme,clean,oracle,335,1,1,1,0,0,0,0
1,extreme,corrupt,present_only,335,0.5462686567164179,0.5465787181489131,0.5254237288135594,0.08284147528605587,0.0010913860622090432,0,0
1,extreme,corrupt,global_scene_memory,335,0.4626865671641791,0.46114678797761627,0.36936936936936937,0.11626186948580805,0.1750498135058122,0.1645408074722729,0
1,extreme,corrupt,object_separated_memory,335,0.6029850746268657,0.6033116583164552,0.5677966101694916,0.09654934309339187,0.1459724387062173,0.0964940534354682,0
1,extreme,corrupt,object_contour_memory,335,0.6119402985074627,0.6121060299186298,0.5847457627118644,0.08925618804829365,0.1238708332966333,0.09278728923352289,0
1,extreme,corrupt,shuffled_object_memory_control,335,0,0,0,0.2727059244399215,0.7249197473708406,0.98738592079235,0
1,extreme,corrupt,oracle,335,1,1,1,0,0,0,0
2,standard,clean,present_only,157,0.5286624203821656,0.5288236664337294,0.5094339622641509,0.08314533911939803,0.017238087620515707,0,0
2,standard,clean,global_scene_memory,157,0.4713375796178344,0.4701607267645003,0.4,0.12114144935372621,0.2640683386946142,0.09820139931777037,0
2,standard,clean,object_separated_memory,157,0.8343949044585988,0.834157931516422,0.7735849056603774,0.04502786042535155,0.07411314933808126,0.030769970136043354,0
2,standard,clean,object_contour_memory,157,0.8343949044585988,0.834157931516422,0.7735849056603774,0.04394936502509868,0.048021312518782396,0.026122011926461245,0
2,standard,clean,shuffled_object_memory_control,157,0,0,0,0.2975121655496679,0.8478503850003496,0.987329171003833,0
2,standard,clean,oracle,157,1,1,1,0,0,0,0
2,standard,corrupt,present_only,157,0.5286624203821656,0.5288236664337294,0.5094339622641509,0.08314533911939803,0.017238087620515707,0,0
2,standard,corrupt,global_scene_memory,157,0.4267515923566879,0.42811087817377125,0.37037037037037035,0.13891938061295828,0.35263845753600503,0.15581121062899528,0
2,standard,corrupt,object_separated_memory,157,0.6050955414012739,0.6047006755182855,0.58,0.09497897353745667,0.16919362698990348,0.11834767508570902,0
2,standard,corrupt,object_contour_memory,157,0.6114649681528662,0.611861169345446,0.5740740740740741,0.08754383379478048,0.11100120020904804,0.11355142855957974,0
2,standard,corrupt,shuffled_object_memory_control,157,0,0,0,0.27473614832163623,0.7386168926446374,0.9862244327571761,0
2,standard,corrupt,oracle,157,1,1,1,0,0,0,0
2,hard,clean,present_only,256,0.54296875,0.5432921165679786,0.5340909090909091,0.08276696401380067,0.005355031236053298,0,0
2,hard,clean,global_scene_memory,256,0.40625,0.40803307661545213,0.3181818181818182,0.11594025801570308,0.2972215252790958,0.07763008568198856,0
2,hard,clean,object_separated_memory,256,0.76171875,0.7620457448043655,0.735632183908046,0.054621923468834786,0.08815111582585194,0.03319982616028834,0
2,hard,clean,object_contour_memory,256,0.765625,0.7661609711418139,0.735632183908046,0.05172641633151268,0.02823083122321734,0.028417093248116542,0
2,hard,clean,shuffled_object_memory_control,256,0,0,0,0.2968703634010104,0.8487609541708745,0.9849690378151155,0
2,hard,clean,oracle,256,1,1,1,0,0,0,0
2,hard,corrupt,present_only,256,0.54296875,0.5432921165679786,0.5340909090909091,0.08276696401380067,0.005355031236053298,0,0
2,hard,corrupt,global_scene_memory,256,0.51171875,0.5101735748287471,0.4444444444444444,0.11641389484612485,0.21269317634138546,0.1377208270809386,0
2,hard,corrupt,object_separated_memory,256,0.53515625,0.5339925435710876,0.49382716049382713,0.11463483203580828,0.22512845252640667,0.11824936354055947,0
2,hard,corrupt,object_contour_memory,256,0.5390625,0.537867500032251,0.49382716049382713,0.10308201456509149,0.16923472188239852,0.11182561549369384,0
