seed,severity,condition,mode,missing_count,missing_accuracy,missing_soft_iou,missing_brier,missing_ece,outside_hallucination_rate
7,extreme,clean,decayed_material_memory,495,0.9616161616161616,0.8321148298731152,0.02096356869403383,0.053273073556960114,0
7,extreme,clean,contour_material_memory,495,0.9656565656565657,0.7307605925859283,0.024190901776970898,0.11658433069176025,0
7,extreme,clean,shuffled_memory_control,495,0.32727272727272727,0.19070122756043054,0.41274537895171814,0.5906532293877985,0
7,extreme,clean,oracle,495,1,1,0,0,0
7,extreme,corrupt,present_only,495,0.3191919191919192,0.19904410975418996,0.22402446049924346,0.05870011165641009,0
7,extreme,corrupt,last_observation,495,0.498989898989899,0.3304910022455179,0.22968751268987242,0.20315234608293745,0
7,extreme,corrupt,decayed_material_memory,495,0.8161616161616162,0.47377959956002896,0.10135976551676236,0.13736087200536465,0
7,extreme,corrupt,contour_material_memory,495,0.8323232323232324,0.43679198954078763,0.10336398702220317,0.19292258746882712,0
7,extreme,corrupt,shuffled_memory_control,495,0.3616161616161616,0.20659952941008686,0.3016368219911582,0.3337573970487217,0
7,extreme,corrupt,oracle,495,1,1,0,0,0
8,standard,clean,present_only,215,0.3209302325581395,0.1995157189709732,0.22307495025513682,0.04327502401257377,0
8,standard,clean,last_observation,215,0.3488372093023256,0.2211091648846116,0.21481800295891887,0.04789708065314193,0
8,standard,clean,decayed_material_memory,215,0.986046511627907,0.8526921771894088,0.013781675942983775,0.07006492115883328,0
8,standard,clean,contour_material_memory,215,0.9953488372093023,0.7430908375163371,0.018797212031409362,0.14229852633834025,0
8,standard,clean,shuffled_memory_control,215,0.28837209302325584,0.1741445245700055,0.4297772664141873,0.6330058898150739,0
8,standard,clean,oracle,215,1,1,0,0,0
8,standard,corrupt,present_only,215,0.3209302325581395,0.1995157189709732,0.22307495025513682,0.04327502401257377,0
8,standard,corrupt,last_observation,215,0.5627906976744186,0.41300337665416814,0.24578075875592745,0.3484937567307972,0
8,standard,corrupt,decayed_material_memory,215,0.8325581395348837,0.4873944204537166,0.09807950860988413,0.14814049799785944,0
8,standard,corrupt,contour_material_memory,215,0.8511627906976744,0.4474847227273043,0.10021065625327855,0.20269436514465677,0
8,standard,corrupt,shuffled_memory_control,215,0.3627906976744186,0.2091821761387435,0.3043119695986639,0.33682553880277366,0
8,standard,corrupt,oracle,215,1,1,0,0,0
8,hard,clean,present_only,337,0.2878338278931751,0.1978891684589045,0.22498829569805542,0.08874274868340365,0
8,hard,clean,last_observation,337,0.7091988130563798,0.59247245326191,0.09522220913671715,0.07806025610179881,0
8,hard,clean,decayed_material_memory,337,0.9970326409495549,0.8700160096275501,0.010710623437834665,0.06596377643341839,0
8,hard,clean,contour_material_memory,337,1,0.7525771980826588,0.01625400590329104,0.14054164401790897,0
